Date,Total_US_Cases,New_Cases,category,product_code_description,reason_for_interruption_per_506j,Shortage_Flag
2020-01-22,1,1,NA,NA,NA,0
2020-01-23,1,0,NA,NA,NA,0
2020-01-24,2,1,NA,NA,NA,0
2020-01-25,2,0,NA,NA,NA,0
2020-01-26,5,3,NA,NA,NA,0
2020-01-27,5,0,NA,NA,NA,0
2020-01-28,5,0,NA,NA,NA,0
2020-01-29,6,1,NA,NA,NA,0
2020-01-30,6,0,NA,NA,NA,0
2020-01-31,8,2,NA,NA,NA,0
2020-02-01,8,0,NA,NA,NA,0
2020-02-02,8,0,NA,NA,NA,0
2020-02-03,11,3,NA,NA,NA,0
2020-02-04,11,0,NA,NA,NA,0
2020-02-05,11,0,NA,NA,NA,0
2020-02-06,12,1,NA,NA,NA,0
2020-02-07,12,0,NA,NA,NA,0
2020-02-08,12,0,NA,NA,NA,0
2020-02-09,12,0,NA,NA,NA,0
2020-02-10,12,0,NA,NA,NA,0
2020-02-11,13,1,NA,NA,NA,0
2020-02-12,13,0,NA,NA,NA,0
2020-02-13,14,1,NA,NA,NA,0
2020-02-14,14,0,NA,NA,NA,0
2020-02-15,14,0,NA,NA,NA,0
2020-02-16,14,0,NA,NA,NA,0
2020-02-17,15,1,NA,NA,NA,0
2020-02-18,16,1,NA,NA,NA,0
2020-02-19,16,0,NA,NA,NA,0
2020-02-20,16,0,NA,NA,NA,0
2020-02-21,16,0,NA,NA,NA,0
2020-02-22,16,0,NA,NA,NA,0
2020-02-23,16,0,NA,NA,NA,0
2020-02-24,17,1,NA,NA,NA,0
2020-02-25,18,1,NA,NA,NA,0
2020-02-26,19,1,NA,NA,NA,0
2020-02-27,19,0,NA,NA,NA,0
2020-02-28,19,0,NA,NA,NA,0
2020-02-29,26,7,NA,NA,NA,0
2020-03-01,39,13,NA,NA,NA,0
2020-03-02,57,18,NA,NA,NA,0
2020-03-03,79,22,NA,NA,NA,0
2020-03-04,113,34,NA,NA,NA,0
2020-03-05,184,71,NA,NA,NA,0
2020-03-06,247,63,NA,NA,NA,0
2020-03-07,417,170,NA,NA,NA,0
2020-03-08,538,121,NA,NA,NA,0
2020-03-09,630,92,NA,NA,NA,0
2020-03-10,797,167,NA,NA,NA,0
2020-03-11,1156,359,NA,NA,NA,0
2020-03-12,1596,440,NA,NA,NA,0
2020-03-13,2222,626,NA,NA,NA,0
2020-03-14,2952,730,NA,NA,NA,0
2020-03-15,3234,282,NA,NA,NA,0
2020-03-16,4667,1433,NA,NA,NA,0
2020-03-17,6450,1783,NA,NA,NA,0
2020-03-18,9156,2706,NA,NA,NA,0
2020-03-19,13663,4507,NA,NA,NA,0
2020-03-20,20064,6401,NA,NA,NA,0
2020-03-21,26056,5992,NA,NA,NA,0
2020-03-22,34944,8888,NA,NA,NA,0
2020-03-23,46096,11152,NA,NA,NA,0
2020-03-24,56714,10618,NA,NA,NA,0
2020-03-25,68841,12127,NA,NA,NA,0
2020-03-26,86662,17821,NA,NA,NA,0
2020-03-27,105253,18591,NA,NA,NA,0
2020-03-28,127417,22164,NA,NA,NA,0
2020-03-29,143544,16127,NA,NA,NA,0
2020-03-30,165698,22154,NA,NA,NA,0
2020-03-31,192079,26381,NA,NA,NA,0
2020-04-01,227543,35464,NA,NA,NA,0
2020-04-02,259798,32255,NA,NA,NA,0
2020-04-03,292201,32403,NA,NA,NA,0
2020-04-04,323965,31764,NA,NA,NA,0
2020-04-05,353117,29152,NA,NA,NA,0
2020-04-06,385110,31993,NA,NA,NA,0
2020-04-07,415256,30146,NA,NA,NA,0
2020-04-08,446500,31244,NA,NA,NA,0
2020-04-09,481981,35481,NA,NA,NA,0
2020-04-10,516396,34415,NA,NA,NA,0
2020-04-11,545313,28917,NA,NA,NA,0
2020-04-12,571551,26238,NA,NA,NA,0
2020-04-13,598789,27238,NA,NA,NA,0
2020-04-14,627306,28517,NA,NA,NA,0
2020-04-15,653345,26039,NA,NA,NA,0
2020-04-16,682962,29617,NA,NA,NA,0
2020-04-17,716152,33190,NA,NA,NA,0
2020-04-18,743464,27312,NA,NA,NA,0
2020-04-19,768888,25424,NA,NA,NA,0
2020-04-20,799149,30261,NA,NA,NA,0
2020-04-21,825478,26329,NA,NA,NA,0
2020-04-22,855445,29967,NA,NA,NA,0
2020-04-23,887523,32078,NA,NA,NA,0
2020-04-24,919014,31491,NA,NA,NA,0
2020-04-25,949640,30626,NA,NA,NA,0
2020-04-26,975537,25897,NA,NA,NA,0
2020-04-27,1000230,24693,NA,NA,NA,0
2020-04-28,1024834,24604,NA,NA,NA,0
2020-04-29,1051643,26809,NA,NA,NA,0
2020-04-30,1081150,29507,NA,NA,NA,0
2020-05-01,1115972,34822,NA,NA,NA,0
2020-05-02,1142619,26647,NA,NA,NA,0
2020-05-03,1166189,23570,NA,NA,NA,0
2020-05-04,1190240,24051,NA,NA,NA,0
2020-05-05,1214321,24081,NA,NA,NA,0
2020-05-06,1238694,24373,NA,NA,NA,0
2020-05-07,1266904,28210,NA,NA,NA,0
2020-05-08,1294111,27207,NA,NA,NA,0
2020-05-09,1318358,24247,NA,NA,NA,0
2020-05-10,1337061,18703,NA,NA,NA,0
2020-05-11,1356283,19222,NA,NA,NA,0
2020-05-12,1379661,23378,NA,NA,NA,0
2020-05-13,1399662,20001,NA,NA,NA,0
2020-05-14,1425539,25877,NA,NA,NA,0
2020-05-15,1449938,24399,NA,NA,NA,0
2020-05-16,1473806,23868,NA,NA,NA,0
2020-05-17,1492449,18643,NA,NA,NA,0
2020-05-18,1514833,22384,NA,NA,NA,0
2020-05-19,1535591,20758,NA,NA,NA,0
2020-05-20,1558430,22839,NA,NA,NA,0
2020-05-21,1583542,25112,NA,NA,NA,0
2020-05-22,1607464,23922,NA,NA,NA,0
2020-05-23,1627392,19928,NA,NA,NA,0
2020-05-24,1647513,20121,NA,NA,NA,0
2020-05-25,1666699,19186,NA,NA,NA,0
2020-05-26,1685395,18696,NA,NA,NA,0
2020-05-27,1704200,18805,NA,NA,NA,0
2020-05-28,1725329,21129,NA,NA,NA,0
2020-05-29,1750066,24737,NA,NA,NA,0
2020-05-30,1772783,22717,NA,NA,NA,0
2020-05-31,1791547,18764,NA,NA,NA,0
2020-06-01,1809384,17837,NA,NA,NA,0
2020-06-02,1829340,19956,NA,NA,NA,0
2020-06-03,1848388,19048,NA,NA,NA,0
2020-06-04,1876099,27711,NA,NA,NA,0
2020-06-05,1902280,26181,NA,NA,NA,0
2020-06-06,1922433,20153,NA,NA,NA,0
2020-06-07,1940242,17809,NA,NA,NA,0
2020-06-08,1957154,16912,NA,NA,NA,0
2020-06-09,1977478,20324,NA,NA,NA,0
2020-06-10,1999224,21746,NA,NA,NA,0
2020-06-11,2021527,22303,NA,NA,NA,0
2020-06-12,2047082,25555,NA,NA,NA,0
2020-06-13,2071218,24136,NA,NA,NA,0
2020-06-14,2090171,18953,NA,NA,NA,0
2020-06-15,2111266,21095,NA,NA,NA,0
2020-06-16,2135894,24628,NA,NA,NA,0
2020-06-17,2162973,27079,NA,NA,NA,0
2020-06-18,2191211,28238,NA,NA,NA,0
2020-06-19,2222207,30996,NA,NA,NA,0
2020-06-20,2254073,31866,NA,NA,NA,0
2020-06-21,2279932,25859,NA,NA,NA,0
2020-06-22,2309921,29989,NA,NA,NA,0
2020-06-23,2348750,38829,NA,NA,NA,0
2020-06-24,2385029,36279,NA,NA,NA,0
2020-06-25,2424386,39357,NA,NA,NA,0
2020-06-26,2473472,49086,NA,NA,NA,0
2020-06-27,2514305,40833,NA,NA,NA,0
2020-06-28,2557223,42918,NA,NA,NA,0
2020-06-29,2598741,41518,NA,NA,NA,0
2020-06-30,2648797,50056,NA,NA,NA,0
2020-07-01,2698127,49330,NA,NA,NA,0
2020-07-02,2753211,55084,NA,NA,NA,0
2020-07-03,2804869,51658,NA,NA,NA,0
2020-07-04,2850893,46024,NA,NA,NA,0
2020-07-05,2904843,53950,NA,NA,NA,0
2020-07-06,2948475,43632,NA,NA,NA,0
2020-07-07,3005888,57413,NA,NA,NA,0
2020-07-08,3066392,60504,NA,NA,NA,0
2020-07-09,3126225,59833,NA,NA,NA,0
2020-07-10,3194747,68522,NA,NA,NA,0
2020-07-11,3255188,60441,NA,NA,NA,0
2020-07-12,3315408,60220,NA,NA,NA,0
2020-07-13,3375033,59625,NA,NA,NA,0
2020-07-14,3440790,65757,NA,NA,NA,0
2020-07-15,3507089,66299,NA,NA,NA,0
2020-07-16,3577863,70774,NA,NA,NA,0
2020-07-17,3644285,66422,NA,NA,NA,0
2020-07-18,3708610,64325,NA,NA,NA,0
2020-07-19,3767603,58993,NA,NA,NA,0
2020-07-20,3828459,60856,NA,NA,NA,0
2020-07-21,3896754,68295,NA,NA,NA,0
2020-07-22,3964204,67450,NA,NA,NA,0
2020-07-23,4031971,67767,NA,NA,NA,0
2020-07-24,4106920,74949,NA,NA,NA,0
2020-07-25,4170675,63755,NA,NA,NA,0
2020-07-26,4226306,55631,NA,NA,NA,0
2020-07-27,4286303,59997,NA,NA,NA,0
2020-07-28,4350867,64564,NA,NA,NA,0
2020-07-29,4414919,64052,NA,NA,NA,0
2020-07-30,4484123,69204,NA,NA,NA,0
2020-07-31,4548498,64375,NA,NA,NA,0
2020-08-01,4605922,57424,NA,NA,NA,0
2020-08-02,4652811,46889,NA,NA,NA,0
2020-08-03,4694707,41896,NA,NA,NA,0
2020-08-04,4756328,61621,NA,NA,NA,0
2020-08-05,4810465,54137,NA,NA,NA,0
2020-08-06,4870501,60036,NA,NA,NA,0
2020-08-07,4930942,60441,NA,NA,NA,0
2020-08-08,4994709,63767,NA,NA,NA,0
2020-08-09,5048872,54163,NA,NA,NA,0
2020-08-10,5100509,51637,NA,NA,NA,0
2020-08-11,5157385,56876,NA,NA,NA,0
2020-08-12,5212607,55222,NA,NA,NA,0
2020-08-13,5264053,51446,NA,NA,NA,0
2020-08-14,5334125,70072,NA,NA,NA,0
2020-08-15,5386450,52325,NA,NA,NA,0
2020-08-16,5421027,34577,NA,NA,NA,0
2020-08-17,5459024,37997,NA,NA,NA,0
2020-08-18,5503999,44975,NA,NA,NA,0
2020-08-19,5549914,45915,NA,NA,NA,0
2020-08-20,5595049,45135,NA,NA,NA,0
2020-08-21,5642949,47900,NA,NA,NA,0
2020-08-22,5688220,45271,NA,NA,NA,0
2020-08-23,5720123,31903,NA,NA,NA,0
2020-08-24,5754214,34091,NA,NA,NA,0
2020-08-25,5796776,42562,NA,NA,NA,0
2020-08-26,5838968,42192,NA,NA,NA,0
2020-08-27,5889405,50437,NA,NA,NA,0
2020-08-28,5935725,46320,NA,NA,NA,0
2020-08-29,5978796,43071,NA,NA,NA,0
2020-08-30,6012964,34168,NA,NA,NA,0
2020-08-31,6046490,33526,NA,NA,NA,0
2020-09-01,6088459,41969,NA,NA,NA,0
2020-09-02,6128577,40118,NA,NA,NA,0
2020-09-03,6173788,45211,NA,NA,NA,0
2020-09-04,6222447,48659,NA,NA,NA,0
2020-09-05,6265685,43238,NA,NA,NA,0
2020-09-06,6294763,29078,NA,NA,NA,0
2020-09-07,6319465,24702,NA,NA,NA,0
2020-09-08,6346568,27103,NA,NA,NA,0
2020-09-09,6380419,33851,NA,NA,NA,0
2020-09-10,6420041,39622,NA,NA,NA,0
2020-09-11,6464866,44825,NA,NA,NA,0
2020-09-12,6510481,45615,NA,NA,NA,0
2020-09-13,6550789,40308,NA,NA,NA,0
2020-09-14,6583690,32901,NA,NA,NA,0
2020-09-15,6621129,37439,NA,NA,NA,0
2020-09-16,6659478,38349,NA,NA,NA,0
2020-09-17,6704919,45441,NA,NA,NA,0
2020-09-18,6755146,50227,NA,NA,NA,0
2020-09-19,6800801,45655,NA,NA,NA,0
2020-09-20,6842406,41605,NA,NA,NA,0
2020-09-21,6874666,32260,NA,NA,NA,0
2020-09-22,6912974,38308,NA,NA,NA,0
2020-09-23,6954204,41230,NA,NA,NA,0
2020-09-24,7003201,48997,NA,NA,NA,0
2020-09-25,7050827,47626,NA,NA,NA,0
2020-09-26,7094717,43890,NA,NA,NA,0
2020-09-27,7128424,33707,NA,NA,NA,0
2020-09-28,7164995,36571,NA,NA,NA,0
2020-09-29,7207285,42290,NA,NA,NA,0
2020-09-30,7246201,38916,NA,NA,NA,0
2020-10-01,7292563,46362,NA,NA,NA,0
2020-10-02,7346110,53547,NA,NA,NA,0
2020-10-03,7395490,49380,NA,NA,NA,0
2020-10-04,7428860,33370,NA,NA,NA,0
2020-10-05,7466807,37947,NA,NA,NA,0
2020-10-06,7511828,45021,NA,NA,NA,0
2020-10-07,7561295,49467,NA,NA,NA,0
2020-10-08,7619508,58213,NA,NA,NA,0
2020-10-09,7674839,55331,NA,NA,NA,0
2020-10-10,7730093,55254,NA,NA,NA,0
2020-10-11,7776973,46880,NA,NA,NA,0
2020-10-12,7819928,42955,NA,NA,NA,0
2020-10-13,7870524,50596,NA,NA,NA,0
2020-10-14,7929695,59171,NA,NA,NA,0
2020-10-15,7993557,63862,NA,NA,NA,0
2020-10-16,8063867,70310,NA,NA,NA,0
2020-10-17,8118717,54850,NA,NA,NA,0
2020-10-18,8171011,52294,NA,NA,NA,0
2020-10-19,8239748,68737,NA,NA,NA,0
2020-10-20,8302319,62571,NA,NA,NA,0
2020-10-21,8363744,61425,NA,NA,NA,0
2020-10-22,8443960,80216,NA,NA,NA,0
2020-10-23,8526092,82132,NA,NA,NA,0
2020-10-24,8604191,78099,NA,NA,NA,0
2020-10-25,8664568,60377,NA,NA,NA,0
2020-10-26,8729038,64470,NA,NA,NA,0
2020-10-27,8808015,78977,NA,NA,NA,0
2020-10-28,8896403,88388,NA,NA,NA,0
2020-10-29,8989082,92679,NA,NA,NA,0
2020-10-30,9089581,100499,NA,NA,NA,0
2020-10-31,9176353,86772,NA,NA,NA,0
2020-11-01,9254491,78138,NA,NA,NA,0
2020-11-02,9338429,83938,NA,NA,NA,0
2020-11-03,9465331,126902,NA,NA,NA,0
2020-11-04,9567400,102069,NA,NA,NA,0
2020-11-05,9697432,130032,NA,NA,NA,0
2020-11-06,9826559,129127,NA,NA,NA,0
2020-11-07,9953781,127222,NA,NA,NA,0
2020-11-08,10073149,119368,NA,NA,NA,0
2020-11-09,10192674,119525,NA,NA,NA,0
2020-11-10,10331958,139284,NA,NA,NA,0
2020-11-11,10481517,149559,NA,NA,NA,0
2020-11-12,10641054,159537,NA,NA,NA,0
2020-11-13,10819815,178761,NA,NA,NA,0
2020-11-14,10982695,162880,NA,NA,NA,0
2020-11-15,11121209,138514,NA,NA,NA,0
2020-11-16,11276946,155737,NA,NA,NA,0
2020-11-17,11444298,167352,NA,NA,NA,0
2020-11-18,11617714,173416,NA,NA,NA,0
2020-11-19,11809681,191967,NA,NA,NA,0
2020-11-20,12010766,201085,NA,NA,NA,0
2020-11-21,12188370,177604,NA,NA,NA,0
2020-11-22,12333605,145235,NA,NA,NA,0
2020-11-23,12517891,184286,NA,NA,NA,0
2020-11-24,12692859,174968,NA,NA,NA,0
2020-11-25,12874110,181251,NA,NA,NA,0
2020-11-26,12987021,112911,NA,NA,NA,0
2020-11-27,13202223,215202,NA,NA,NA,0
2020-11-28,13369712,167489,NA,NA,NA,0
2020-11-29,13509385,139673,NA,NA,NA,0
2020-11-30,13667916,158531,NA,NA,NA,0
2020-12-01,13866747,198831,NA,NA,NA,0
2020-12-02,14063763,197016,NA,NA,NA,0
2020-12-03,14283186,219423,NA,NA,NA,0
2020-12-04,14518320,235134,NA,NA,NA,0
2020-12-05,14738243,219923,NA,NA,NA,0
2020-12-06,14916374,178131,NA,NA,NA,0
2020-12-07,15112615,196241,NA,NA,NA,0
2020-12-08,15340114,227499,NA,NA,NA,0
2020-12-09,15555849,215735,NA,NA,NA,0
2020-12-10,15791626,235777,NA,NA,NA,0
2020-12-11,16028528,236902,NA,NA,NA,0
2020-12-12,16251284,222756,NA,NA,NA,0
2020-12-13,16441926,190642,NA,NA,NA,0
2020-12-14,16652287,210361,NA,NA,NA,0
2020-12-15,16879508,227221,NA,NA,NA,0
2020-12-16,17113651,234143,NA,NA,NA,0
2020-12-17,17352825,239174,NA,NA,NA,0
2020-12-18,17599265,246440,NA,NA,NA,0
2020-12-19,17804290,205025,NA,NA,NA,0
2020-12-20,17990459,186169,NA,NA,NA,0
2020-12-21,18187884,197425,NA,NA,NA,0
2020-12-22,18393674,205790,NA,NA,NA,0
2020-12-23,18614461,220787,NA,NA,NA,0
2020-12-24,18826056,211595,NA,NA,NA,0
2020-12-25,18951580,125524,NA,NA,NA,0
2020-12-26,19169548,217968,NA,NA,NA,0
2020-12-27,19305731,136183,NA,NA,NA,0
2020-12-28,19480364,174633,NA,NA,NA,0
2020-12-29,19687206,206842,NA,NA,NA,0
2020-12-30,19905955,218749,NA,NA,NA,0
2020-12-31,20219881,313926,NA,NA,NA,0
2021-01-01,20397401,177520,NA,NA,NA,0
2021-01-02,20670025,272624,NA,NA,NA,0
2021-01-03,20873238,203213,NA,NA,NA,0
2021-01-04,21059971,186733,NA,NA,NA,0
2021-01-05,21292113,232142,NA,NA,NA,0
2021-01-06,21551828,259715,NA,NA,NA,0
2021-01-07,21836891,285063,NA,NA,NA,0
2021-01-08,22139751,302860,NA,NA,NA,0
2021-01-09,22403255,263504,NA,NA,NA,0
2021-01-10,22613201,209946,NA,NA,NA,0
2021-01-11,22817703,204502,NA,NA,NA,0
2021-01-12,23040119,222416,NA,NA,NA,0
2021-01-13,23268794,228675,NA,NA,NA,0
2021-01-14,23503718,234924,NA,NA,NA,0
2021-01-15,23748054,244336,NA,NA,NA,0
2021-01-16,23965036,216982,NA,NA,NA,0
2021-01-17,24141201,176165,NA,NA,NA,0
2021-01-18,24282485,141284,NA,NA,NA,0
2021-01-19,24439499,157014,NA,NA,NA,0
2021-01-20,24627167,187668,NA,NA,NA,0
2021-01-21,24819194,192027,NA,NA,NA,0
2021-01-22,25010550,191356,NA,NA,NA,0
2021-01-23,25187889,177339,NA,NA,NA,0
2021-01-24,25327684,139795,NA,NA,NA,0
2021-01-25,25457657,129973,NA,NA,NA,0
2021-01-26,25608950,151293,NA,NA,NA,0
2021-01-27,25764115,155165,NA,NA,NA,0
2021-01-28,25930830,166715,NA,NA,NA,0
2021-01-29,26094129,163299,NA,NA,NA,0
2021-01-30,26244538,150409,NA,NA,NA,0
2021-01-31,26357109,112571,NA,NA,NA,0
2021-02-01,26482921,125812,NA,NA,NA,0
2021-02-02,26600311,117390,NA,NA,NA,0
2021-02-03,26724686,124375,NA,NA,NA,0
2021-02-04,26849339,124653,NA,NA,NA,0
2021-02-05,26979746,130407,NA,NA,NA,0
2021-02-06,27096026,116280,NA,NA,NA,0
2021-02-07,27185195,89169,NA,NA,NA,0
2021-02-08,27268357,83162,NA,NA,NA,0
2021-02-09,27364115,95758,NA,NA,NA,0
2021-02-10,27459810,95695,NA,NA,NA,0
2021-02-11,27565962,106152,NA,NA,NA,0
2021-02-12,27665521,99559,NA,NA,NA,0
2021-02-13,27755869,90348,NA,NA,NA,0
2021-02-14,27824059,68190,NA,NA,NA,0
2021-02-15,27880163,56104,NA,NA,NA,0
2021-02-16,27940001,59838,NA,NA,NA,0
2021-02-17,28009006,69005,NA,NA,NA,0
2021-02-18,28081256,72250,NA,NA,NA,0
2021-02-19,28156130,74874,NA,NA,NA,0
2021-02-20,28229711,73581,NA,NA,NA,0
2021-02-21,28284964,55253,NA,NA,NA,0
2021-02-22,28341020,56056,NA,NA,NA,0
2021-02-23,28414850,73830,NA,NA,NA,0
2021-02-24,28489831,74981,NA,NA,NA,0
2021-02-25,28566891,77060,NA,NA,NA,0
2021-02-26,28641814,74923,NA,NA,NA,0
2021-02-27,28712644,70830,NA,NA,NA,0
2021-02-28,28764300,51656,NA,NA,NA,0
2021-03-01,28814422,50122,NA,NA,NA,0
2021-03-02,28873099,58677,NA,NA,NA,0
2021-03-03,28940167,67068,NA,NA,NA,0
2021-03-04,29008608,68441,NA,NA,NA,0
2021-03-05,29075790,67182,NA,NA,NA,0
2021-03-06,29136553,60763,NA,NA,NA,0
2021-03-07,29178097,41544,NA,NA,NA,0
2021-03-08,29222845,44748,NA,NA,NA,0
2021-03-09,29278676,55831,NA,NA,NA,0
2021-03-10,29336396,57720,NA,NA,NA,0
2021-03-11,29398151,61755,NA,NA,NA,0
2021-03-12,29460425,62274,NA,NA,NA,0
2021-03-13,29516683,56258,NA,NA,NA,0
2021-03-14,29555249,38566,NA,NA,NA,0
2021-03-15,29606786,51537,NA,NA,NA,0
2021-03-16,29661865,55079,NA,NA,NA,0
2021-03-17,29721744,59879,NA,NA,NA,0
2021-03-18,29783947,62203,NA,NA,NA,0
2021-03-19,29844857,60910,NA,NA,NA,0
2021-03-20,29903124,58267,NA,NA,NA,0
2021-03-21,29938536,35412,NA,NA,NA,0
2021-03-22,29986973,48437,NA,NA,NA,0
2021-03-23,30039699,52726,NA,NA,NA,0
2021-03-24,30127524,87825,NA,NA,NA,0
2021-03-25,30194913,67389,NA,NA,NA,0
2021-03-26,30271057,76144,NA,NA,NA,0
2021-03-27,30334849,63792,NA,NA,NA,0
2021-03-28,30381221,46372,NA,NA,NA,0
2021-03-29,30447864,66643,NA,NA,NA,0
2021-03-30,30510086,62222,NA,NA,NA,0
2021-03-31,30579488,69402,NA,NA,NA,0
2021-04-01,30656333,76845,NA,NA,NA,0
2021-04-02,30730197,73864,NA,NA,NA,0
2021-04-03,30794706,64509,NA,NA,NA,0
2021-04-04,30832573,37867,NA,NA,NA,0
2021-04-05,30900797,68224,NA,NA,NA,0
2021-04-06,30964192,63395,NA,NA,NA,0
2021-04-07,31039931,75739,NA,NA,NA,0
2021-04-08,31119775,79844,NA,NA,NA,0
2021-04-09,31204187,84412,NA,NA,NA,0
2021-04-10,31274551,70364,NA,NA,NA,0
2021-04-11,31321882,47331,NA,NA,NA,0
2021-04-12,31385084,63202,NA,NA,NA,0
2021-04-13,31465797,80713,NA,NA,NA,0
2021-04-14,31540759,74962,NA,NA,NA,0
2021-04-15,31614987,74228,NA,NA,NA,0
2021-04-16,31697735,82748,NA,NA,NA,0
2021-04-17,31753119,55384,NA,NA,NA,0
2021-04-18,31796942,43823,NA,NA,NA,0
2021-04-19,31856777,59835,NA,NA,NA,0
2021-04-20,31919206,62429,NA,NA,NA,0
2021-04-21,31983896,64690,NA,NA,NA,0
2021-04-22,32050109,66213,NA,NA,NA,0
2021-04-23,32112759,62650,NA,NA,NA,0
2021-04-24,32167066,54307,NA,NA,NA,0
2021-04-25,32201474,34408,NA,NA,NA,0
2021-04-26,32244762,43288,NA,NA,NA,0
2021-04-27,32296819,52057,NA,NA,NA,0
2021-04-28,32352653,55834,NA,NA,NA,0
2021-04-29,32410332,57679,NA,NA,NA,0
2021-04-30,32468058,57726,NA,NA,NA,0
2021-05-01,32516229,48171,NA,NA,NA,0
2021-05-02,32546825,30596,NA,NA,NA,0
2021-05-03,32592225,45400,NA,NA,NA,0
2021-05-04,32634952,42727,NA,NA,NA,0
2021-05-05,32680747,45795,NA,NA,NA,0
2021-05-06,32726692,45945,NA,NA,NA,0
2021-05-07,32774857,48165,NA,NA,NA,0
2021-05-08,32809821,34964,NA,NA,NA,0
2021-05-09,32832560,22739,NA,NA,NA,0
2021-05-10,32865356,32796,NA,NA,NA,0
2021-05-11,32900636,35280,NA,NA,NA,0
2021-05-12,32936597,35961,NA,NA,NA,0
2021-05-13,32974480,37883,NA,NA,NA,0
2021-05-14,33016062,41582,NA,NA,NA,0
2021-05-15,33046543,30481,NA,NA,NA,0
2021-05-16,33064175,17632,NA,NA,NA,0
2021-05-17,33089706,25531,NA,NA,NA,0
2021-05-18,33118724,29018,NA,NA,NA,0
2021-05-19,33147768,29044,NA,NA,NA,0
2021-05-20,33177773,30005,NA,NA,NA,0
2021-05-21,33206438,28665,NA,NA,NA,0
2021-05-22,33227355,20917,NA,NA,NA,0
2021-05-23,33241143,13788,NA,NA,NA,0
2021-05-24,33263301,22158,NA,NA,NA,0
2021-05-25,33287107,23806,NA,NA,NA,0
2021-05-26,33311458,24351,NA,NA,NA,0
2021-05-27,33338004,26546,NA,NA,NA,0
2021-05-28,33359920,21916,NA,NA,NA,0
2021-05-29,33372894,12974,NA,NA,NA,0
2021-05-30,33380100,7206,NA,NA,NA,0
2021-05-31,33386450,6350,NA,NA,NA,0
2021-06-01,33407543,21093,NA,NA,NA,0
2021-06-02,33424134,16591,NA,NA,NA,0
2021-06-03,33442103,17969,NA,NA,NA,0
2021-06-04,33459616,17513,NA,NA,NA,0
2021-06-05,33474773,15157,NA,NA,NA,0
2021-06-06,33480669,5896,NA,NA,NA,0
2021-06-07,33494855,14186,NA,NA,NA,0
2021-06-08,33507654,12799,NA,NA,NA,0
2021-06-09,33525855,18201,NA,NA,NA,0
2021-06-10,33540372,14517,NA,NA,NA,0
2021-06-11,33564876,24504,NA,NA,NA,0
2021-06-12,33573697,8821,NA,NA,NA,0
2021-06-13,33578726,5029,NA,NA,NA,0
2021-06-14,33590631,11905,NA,NA,NA,0
2021-06-15,33601274,10643,NA,NA,NA,0
2021-06-16,33613028,11754,NA,NA,NA,0
2021-06-17,33624550,11522,NA,NA,NA,0
2021-06-18,33645536,20986,NA,NA,NA,0
2021-06-19,33654425,8889,NA,NA,NA,0
2021-06-20,33659354,4929,NA,NA,NA,0
2021-06-21,33670082,10728,NA,NA,NA,0
2021-06-22,33680852,10770,NA,NA,NA,0
2021-06-23,33693342,12490,NA,NA,NA,0
2021-06-24,33707537,14195,NA,NA,NA,0
2021-06-25,33732046,24509,NA,NA,NA,0
